title,difficulty,serves,rating,reviews,vegetarian,vegan,dairy_free,keto,gluten_free,prep_time,cook_time,ingredients,picture_url,methods,recipe_urls,ingredients_dict,standardized_ingredients_dict
Slow-cooker butter chicken,Easy,Serves 4,Visit us on Facebook,56 ratings,False,False,False,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/butter-chicken-8253e9d.jpg?quality=90&resize=500,454",[],https://www.bbcgoodfood.com/recipes/slow-cooker-butter-chicken,{},{}
Healthy gravy,Easy,Serves 8,Visit us on Facebook,6 ratings,True,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/gravy-16b2da9.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/healthy-turkey-gravy,{},{}
Irish coffee,Easy,Serves 1,Visit us on Facebook,6 ratings,True,False,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/irish_coffee-5c6049f.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/irish-coffee,{},{}
Classic snowball,Easy,Serves 1,Visit us on Facebook,10 ratings,True,False,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/snowball_xmas-353f255.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/classic-snowball,{},{}
Classic nougat,More effort,Makes about 50 squares,Visit us on Facebook,13 ratings,True,False,False,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/nougat-d53dd97.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/classic-nougat,{},{}
Healthy roast turkey crown,Easy,Serves 4-6,Visit us on Facebook,4 ratings,False,False,True,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/turkey-c1a4d92.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/healthy-roast-turkey-crown,{},{}
Slow cooker gammon in cola,Easy,Serves 6-8,Visit us on Facebook,105 ratings,False,False,True,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-464741_10-637a39d.jpg?quality=90&resize=93,85",[],https://www.bbcgoodfood.com/recipes/slow-cooker-gammon,{},{}
Slow cooker pork loin,Easy,Serves 4-6,Visit us on Facebook,20 ratings,False,False,False,False,False,Prep:30 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pork-772b6b2.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/slow-cooker-pork-loin,{},{}
Royal icing,Easy,Serves 10-12; enough to cover 1 x 20cm round cake ,Visit us on Facebook,22 ratings,True,False,True,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/royal-icing-c1d1592.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/royal-icing,{},{}
Next level turkey & ham pie,More effort,Serves 10-12,Visit us on Facebook,53 ratings,False,False,False,False,False,Prep:40 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ham-turkey-pie-938cc95.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/ham-turkey-pie,{},{}
Pumpkin purée,Easy,Serves 4 - 6,Visit us on Facebook,8 ratings,True,True,False,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pumpkin-puree-main-e42b90e.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/pumpkin-puree,{},{}
Spiced lemon & ginger biscuits,Easy,Makes 24,Visit us on Facebook,15 ratings,True,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/shortbread-6b3ad9c.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/spiced-lemon-ginger-biscuits,{},{}
Stollen babka wreath,More effort,Serves 10,Visit us on Facebook,10 ratings,True,False,False,False,False,Prep:45 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/stollen-7df9612.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/stollen-babka-wreath,{},{}
Easy-peasy fruitcake,Easy,Serves 14-16,Visit us on Facebook,10 ratings,True,False,False,False,False,Prep:30 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/easy-fruit-cake-2321dc6.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/easy-peasy-fruitcake,{},{}
Prosciutto-wrapped turkey roll,More effort,Serves 8-10,Visit us on Facebook,3 ratings,False,False,False,False,True,Prep:30 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/garlic-cheese-turkey-roll-522072b.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/garlic-cheese-turkey-roll,{},{}
Perfect pancetta & roast shallot-stuffed turkey,More effort,Serves 8,Visit us on Twitter,1 rating,False,False,False,False,True,Prep:30 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/perfect-pancetta-roast-shallot-stuffed-turkey-2c667a5.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/perfect-pancetta-roast-shallot-stuffed-turkey,{},{}
Slow cooker chicken tikka masala,Easy,Serves 4,Visit us on Facebook,235 ratings,False,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/slow-cooker-chicken-tikka-masala-531cd12.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/slow-cooker-chicken-tikka-masala,{},{}
Mini jackfruit tacos with charred sweetcorn & gochujang mayo,Easy,,Visit us on Facebook,1 rating,True,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mini-jackfruit-tacos-9a00ff6.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/mini-jackfruit-tacos-charred-sweetcorn-gochujang-mayo,{},{}
Deep-fried olives,Easy,Serves 4-6,Visit us on Facebook,1 rating,True,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/deep-fried-olives-50873ce.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/deep-fried-olives,{},{}
Vegan ‘smoked salmon’ toasts,Easy,Makes 14,Visit us on Facebook,7 ratings,True,True,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegan-smoked-salmon-toasts-50873ce.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/vegan-smoked-salmon-toasts,{},{}
Cauliflower cheese rolls,Easy,Makes 10,Visit us on Facebook,2 ratings,True,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cauliflower-cheese-rolls-1ba1c9e.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/cauliflower-cheese-rolls,{},{}
Slow-cooker hot chocolate,Easy,Serves 8 - 10,Visit us on Facebook,16 ratings,False,False,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/slow-cooker_hot-chocolate-0d024f0.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/slow-cooker-hot-chocolate,{},{}
Easy smoked turkey crown,Easy,Serves 4-6,Visit us on Pinterest,1 rating,False,False,False,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/turkey_crown-f9ca500.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/easy-smoked-turkey-crown,{},{}
Zombie cocktail,Easy,Serves 1,Visit us on Facebook,8 ratings,False,True,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/zombie-a2ad1e2.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/zombie-cocktail,{},{}
Burmese tofu fritters (tohu jaw),Easy,Serves 4-6,Visit us on Facebook,6 ratings,False,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/burmese-tofu-fritters--6abc5ad.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/burmese-tofu-fritters-tohu-jaw,{},{}
Lemon drop chilli loaf cake,Easy,Serves 10-12,Visit us on Facebook,1 rating,True,False,False,False,False,Prep:30 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/lemon-drop-chilli-cake--0c60cab.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/lemon-drop-chilli-loaf-cake,{},{}
Super-easy sausage casserole,Easy,Serves 4,Visit us on Facebook,9 ratings,False,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sausage-casserole--c8fc26e.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/super-easy-sausage-casserole,{},{}
Caraway seed cake,Easy,Serves 8-10,Visit us on Facebook,30 ratings,True,False,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/caraway-loaf-cake-3ba2a4c.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/caraway-seed-cake,{},{}
Smoky BBQ pork buns with crushed avocado,Easy,Serves 4-6,Visit us on Facebook,9 ratings,False,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pork-buns-88772d3.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/smoky-bbq-pork-buns-crushed-avocado,{},{}
Vegan apple crumble,Easy,Serves 4,Visit us on Facebook,23 ratings,True,True,True,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/the-best-apple-crumble-03ab556.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/vegan-apple-crumble,{},{}
Avocado & black bean eggs,Easy,Serves 2,Visit us on Facebook,54 ratings,True,False,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/avocado_blackbean_eggs-9b605bb.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/avocado-black-bean-eggs,{},{}
"Steak, beetroot, horseradish & warm lentil salad",Easy,Serves 2,Visit us on Facebook,13 ratings,False,False,False,False,False,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/steak-beetroot-horseradish-warm-lentil-salad-7e06432.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/steak-beetroot-horseradish-warm-lentil-salad,{},{}
Herby Persian frittata,Easy,Serves 2,Visit us on Facebook,6 ratings,True,False,False,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/herby-persian-frittata-b6d39b6.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/herby-persian-frittata,{},{}
"Porridge with quick berry compote, figs & pistachios",Easy,Serves 2,Visit us on Facebook,5 ratings,True,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/porridge-with-quick-berry-compote-figs-pistachios-c8c13e6.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/porridge-quick-berry-compote-figs-pistachios,{},{}
"Salmon, sweet potato & coriander fishcakes with tahini dressing",Easy,Serves 2,Visit us on Facebook,19 ratings,False,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/salmon-sweet-potato-coriander-fishcakes-with-tahini-dressing-c8c13e6.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/salmon-sweet-potato-coriander-fishcakes-tahini-dressing,{},{}
Baked tomato & mozzarella orzo,Easy,Serves 2,Visit us on Facebook,106 ratings,True,False,False,False,False,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/baked-tomato-mozzarella-orzo-44660ad.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/baked-tomato-mozzarella-orzo,{},{}
"Sausage, kale & gnocchi one-pot",Easy,Serves 4,Visit us on Facebook,292 ratings,False,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/sausage-kale-gnocchi-one-pot-e890b33.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/sausage-kale-gnocchi-one-pot,{},{}
Scampi po’ boys,Easy,Serves 2,Visit us on Facebook,4 ratings,False,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/scampi-po-boys-dc6cf93.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/scampi-po-boys,{},{}
Cauliflower soup with chorizo and garlic croutons,Easy,Serves 2,Visit us on Facebook,13 ratings,False,False,False,False,False,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cauliflower-soup-with-fancy-chorizo-topping-a2af21e.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/cauliflower-soup-fancy-chorizo-topping,{},{}
Honey & soy chicken with sesame broccoli,Easy,Serves 4,Visit us on Facebook,45 ratings,False,False,True,False,False,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/honey-soy-chicken-thighs-with-sesame-broccoli-a2af21e.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/honey-soy-chicken-thighs-sesame-broccoli,{},{}
Roasted aubergine with chilli peanut dressing,Easy,Serves 1,Visit us on Facebook,31 ratings,True,True,False,False,False,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roasted-aubergine-with-chilli-peanut-dressing-9f2ded0.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/roasted-aubergine-chilli-peanut-dressing,{},{}
Vegetarian bean pot with herby breadcrumbs,Easy,Serves 2,Visit us on Facebook,18 ratings,True,False,False,False,False,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vegetarian-bean-pot-with-herby-breadcrumbs-c47e1cc.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/vegetarian-bean-pot-herby-breadcrumbs,{},{}
Moroccan roast lamb with roasted roots & coriander,Easy,Serves 4,Visit us on Facebook,19 ratings,False,False,False,False,True,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/moroccan-roast-lamb-with-roasted-roots-coriander-3850f37.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/moroccan-roast-lamb-roasted-roots-coriander,{},{}
Curried chicken pie,Easy,Serves 4,Visit us on Facebook,36 ratings,False,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/curried-chicken-pie-6e32a03.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/curried-chicken-pie,{},{}
Cheddar & hazelnut shortbread,Easy,Makes 40 biscuits,Visit us on Facebook,5 ratings,True,False,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cheddar-hazelnut-shortbread-b44c976.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/cheddar-hazelnut-shortbread,{},{}
Pear & hazelnut clafoutis,Easy,Serves 8,Visit us on Facebook,5 ratings,True,False,False,False,False,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pear-hazelnut-clafoutis-6e32a03.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/pear-hazelnut-clafoutis,{},{}
Mocha & hazelnut cake,More effort,Serves 10,Visit us on Facebook,13 ratings,True,False,False,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mocha-hazelnut-cake-5746712.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/mocha-hazelnut-cake,{},{}
Satay chicken noodle soup with squash,Easy,Serves 4,Visit us on Facebook,19 ratings,False,False,False,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/satay-noodle-soup-9f873a6.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/satay-chicken-noodle-soup-squash,{},{}
Three-cheese meatball lasagne,More effort,Serves 6-8,Visit us on Facebook,72 ratings,False,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/meatball-lasagne-ca98215.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/three-cheese-meatball-lasagne,{},{}
Apple dumpling puddle pudding,Easy,Serves 6,Visit us on Facebook,9 ratings,True,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/apple-dumpling-0a07add.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/apple-dumpling-puddle-pudding,{},{}
Rarebit toasties with sticky Marmite onions,Easy,Serves 2,Visit us on Facebook,3 ratings,False,False,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/rarebit-toasties-baa05bf.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/rarebit-toasties-sticky-marmite-onions,{},{}
"Miso, mushroom & brisket pie",Easy,Serves 6-8,Visit us on Facebook,23 ratings,False,False,False,False,False,Prep:40 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/miso-mushroom-brisket-pie-9fcb676.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/miso-mushroom-brisket-pie,{},{}
"Plum, raisin & granola porridge topper",Easy,Serves 2,Visit us on Facebook,1 rating,True,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/plum-raisin-granola-679a48c.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/plum-raisin-granola-porridge-topper,{},{}
Vanilla poached pears with almond butter porridge topping,Easy,Serves 2,Visit us on Facebook,5 ratings,True,False,False,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/vanilla-poached-pears-with-almond-butter-fec3493.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/vanilla-poached-pears-almond-butter-porridge-topping,{},{}
"Maple squash, bacon & blueberry porridge topper",Easy,Serves 4,Visit us on Facebook,1 rating,False,False,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/maple-squash-bacon-blueberry-f6947da.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/maple-squash-bacon-blueberry-porridge-topper,{},{}
Banana colada porridge topper,Easy,Serves 2,Visit us on Facebook,1 rating,True,False,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/banana-colada-e1d7cbc.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/banana-colada-porridge-topper,{},{}
Acai bowl,Easy,Serves 1,Visit us on Facebook,5 ratings,True,True,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/acai-bowl-e1d7cbc.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/acai-bowl,{},{}
Roast squash with goat’s cheese & puy lentils,Easy,Serves 4,Visit us on Facebook,20 ratings,True,False,False,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/roast-squash-with-goats-cheese-puy-lentils-ef9cacd.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/roast-squash-goats-cheese-puy-lentils,{},{}
Slow cooker pork casserole,Easy,Serves 4,Visit us on Facebook,122 ratings,False,False,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/slow-cook-pork-casserole-8373e4a.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/slow-cooker-pork-casserole,{},{}
Chocolate-covered Halloween pretzels,Easy,Serves 15,Visit us on Instagram,0 reviews,True,False,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/halloween-pretzels-7bc4bcc.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/chocolate-covered-halloween-pretzels,{},{}
Pumpkin spice scones,Easy,Makes 25,Visit us on Facebook,13 ratings,True,False,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pumpkin-spice-scones-7bc4bcc.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/pumpkin-spice-scones,{},{}
Pastry snakes,Easy,Serves 20,Visit us on Facebook,8 ratings,True,False,False,False,False,Prep:27 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pastry-snakes-67c5c9c.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/pastry-snakes,{},{}
Ghoulish Halloween cupcakes,Easy,Serves 12,Visit us on Facebook,7 ratings,True,False,False,False,False,Prep:1 hr,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/halloween-cupcakes-9667803.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/ghoulish-halloween-cupcakes,{},{}
Black cat cake,Easy,Serves 16,Visit us on Facebook,9 ratings,True,False,False,False,False,Prep:50 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/black-cat-cake-a855650.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/black-cat-cake,{},{}
Spider biscuits,Easy,Makes 20 ,Visit us on Facebook,11 ratings,True,False,False,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/spider-biscuits-49adf2a.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/spider-biscuits,{},{}
Next level banoffee pie,More effort,Serves 8,Visit us on Facebook,6 ratings,True,False,False,False,False,Prep:45 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/next-level-banoffee-pie--04e2999.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/next-level-banoffee-pie,{},{}
Candy corn old fashioned,Easy,Serves 1,Visit us on Instagram,0 reviews,False,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/candy-corn-old-fashioned-1361b24.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/candy-corn-old-fashioned,{},{}
Les fleurs du mal cocktail (the flowers of evil),Easy,Serves 1,Visit us on Facebook,1 rating,True,False,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/fleur-de-mal-d3922d4.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/les-fleurs-du-mal-flowers-evil,{},{}
Toffee apple sour cocktail,Easy,Serves 1,Visit us on Instagram,0 reviews,False,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/toffee-apple-sour-f50dd26.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/toffee-apple-sour,{},{}
Healthy pumpkin pancakes,Easy,Makes 9 large or 27 mini pancakes,Visit us on Facebook,7 ratings,True,False,False,False,False,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pancakes-bf7584e.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/healthy-pumpkin-pancakes,{},{}
Chewy toffees,Easy,Cuts into about 40 squares,Visit us on Facebook,14 ratings,True,False,False,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/toffee-0f8cbe7.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/chewy-toffees,{},{}
Easy chocolate biscuits,Easy,Makes 25 biscuits,Visit us on Facebook,163 ratings,True,False,False,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/easy_choc_biscuits-59ca9be.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/easy-chocolate-biscuits,{},{}
Healthy Halloween stuffed peppers,Easy,Serves 4,Visit us on Facebook,12 ratings,True,True,False,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/healthy_halloween_stuffedpeppers-0f8cbe7.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/healthy-halloween-stuffed-peppers,{},{}
Healthy Halloween pizzas,Easy,Serves 4,Visit us on Facebook,6 ratings,True,False,False,False,False,Prep:20 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/healthy-halloween-pizza-33afd19.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/healthy-halloween-pizzas,{},{}
Easy chocolate fudge,More effort,Serves 16,Visit us on Twitter,13 ratings,True,False,False,False,True,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chocolate-fudge-746cb2b.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/chocolate-fudge,{},{}
Grasshopper cocktail,Easy,Serves 1,Visit us on Facebook,3 ratings,False,False,False,False,False,Prep:5 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2018/09/grasshopper-cocktail-93b5a27.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/grasshopper-cocktail,{},{}
Healthy Halloween nachos,Easy,Serves 4 - 6,Visit us on Facebook,4 ratings,True,True,False,False,False,Prep:40 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/healthy_halloween_tortilla_253-5720c17.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/healthy-halloween-nachos,{},{}
Profiterole & salted toffee ice cream sandwiches,Easy,Serves 8,Visit us on Facebook,5 ratings,True,False,False,False,False,Prep:25 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/profiterole-salted-toffee-ice-cream-sandwiches-6bcb2db.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/profiterole-salted-toffee-ice-cream-sandwiches,{},{}
Red cabbage & pickled chilli slaw,Easy,Serves 8,Visit us on Facebook,3 ratings,True,True,False,False,True,Prep:10 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/red-cabbage-pickled-chilli-slaw-2b214ba.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/red-cabbage-pickled-chilli-slaw,{},{}
Mexican fiesta rice,Easy,Serves 8,Visit us on Facebook,61 ratings,True,True,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/mexican-fiesta-rice-2b214ba.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/mexican-fiesta-rice,{},{}
Shredded beef chilli taco bowls,Easy,Serves 8,Visit us on Facebook,16 ratings,False,False,False,False,False,Prep:15 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/beef-taco-bowls-9fcb676.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/shredded-beef-chilli-taco-bowls,{},{}
Cheesy chips ’n’ dips,Easy,Serves 8,Visit us on Facebook,5 ratings,True,False,False,False,False,Prep:30 mins,,[],"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/cheesy-chips-n-dips-bd3dc3f.jpg?quality=90&resize=440,400",[],https://www.bbcgoodfood.com/recipes/cheesy-chips-n-dips,{},{}
